id,day,checkin,checkout
1202,2017/11/6,2017/11/6 9:40,2017/11/6 19:56
1130,2017/11/6,2017/11/6 9:40,2017/11/6 20:10
1333,2017/11/6,2017/11/6 9:40,2017/11/6 19:33
1380,2017/11/6,2017/11/6 9:41,2017/11/6 20:55
1325,2017/11/6,2017/11/6 9:41,2017/11/6 20:11
1079,2017/11/6,2017/11/6 9:41,2017/11/6 21:10
1279,2017/11/6,2017/11/6 9:41,2017/11/6 21:48
1101,2017/11/6,2017/11/6 9:41,2017/11/6 19:15
1311,2017/11/6,2017/11/6 9:42,2017/11/6 20:18
1057,2017/11/6,2017/11/6 9:42,2017/11/6 21:17
1360,2017/11/6,2017/11/6 9:43,2017/11/6 19:19
1148,2017/11/6,2017/11/6 9:43,2017/11/6 19:05
1135,2017/11/6,2017/11/6 9:43,2017/11/6 21:22
1421,2017/11/6,2017/11/6 9:44,2017/11/6 20:26
1356,2017/11/6,2017/11/6 9:44,2017/11/6 20:15
1390,2017/11/6,2017/11/6 9:44,2017/11/6 19:49
1374,2017/11/6,2017/11/6 9:44,2017/11/6 21:27
1411,2017/11/6,2017/11/6 9:45,2017/11/6 19:52
1410,2017/11/6,2017/11/6 9:45,2017/11/6 20:12
1291,2017/11/6,2017/11/6 9:45,2017/11/6 22:14
1274,2017/11/6,2017/11/6 9:46,2017/11/6 20:04
1194,2017/11/6,2017/11/6 9:46,2017/11/6 20:22
1096,2017/11/6,2017/11/6 9:47,2017/11/6 20:46
1482,2017/11/6,2017/11/6 9:47,2017/11/6 19:29
1438,2017/11/6,2017/11/6 9:48,2017/11/6 19:14
1352,2017/11/6,2017/11/6 9:48,2017/11/6 19:36
1143,2017/11/6,2017/11/6 9:48,2017/11/6 19:58
1402,2017/11/6,2017/11/6 9:50,2017/11/6 20:45
1361,2017/11/6,2017/11/6 9:50,2017/11/6 20:07
1173,2017/11/6,2017/11/6 9:51,2017/11/6 19:36
1381,2017/11/6,2017/11/6 9:51,2017/11/6 19:33
1268,2017/11/6,2017/11/6 9:52,2017/11/6 20:45
1304,2017/11/6,2017/11/6 9:52,2017/11/6 19:19
1461,2017/11/6,2017/11/6 9:52,2017/11/6 19:51
1478,2017/11/6,2017/11/6 9:53,2017/11/6 21:39
1389,2017/11/6,2017/11/6 9:53,2017/11/6 20:04
1206,2017/11/6,2017/11/6 9:53,2017/11/6 19:11
1445,2017/11/6,2017/11/6 9:54,2017/11/6 21:25
1175,2017/11/6,2017/11/6 9:54,2017/11/6 22:38
1179,2017/11/6,2017/11/6 9:54,2017/11/6 21:03
1239,2017/11/6,2017/11/6 9:54,2017/11/6 20:36
1216,2017/11/6,2017/11/6 9:55,2017/11/6 19:25
1384,2017/11/6,2017/11/6 9:55,2017/11/6 23:18
1273,2017/11/6,2017/11/6 9:55,2017/11/6 22:40
1434,2017/11/6,2017/11/6 9:56,2017/11/6 19:50
1487,2017/11/6,2017/11/6 9:56,2017/11/6 20:02
1284,2017/11/6,2017/11/6 9:56,2017/11/6 20:00
1163,2017/11/6,2017/11/6 9:57,2017/11/6 20:55
1324,2017/11/6,2017/11/6 9:57,2017/11/6 19:20
1462,2017/11/6,2017/11/6 9:57,2017/11/6 19:30
1261,2017/11/6,2017/11/6 9:57,2017/11/6 20:05
1080,2017/11/6,2017/11/6 9:58,2017/11/6 20:11
1376,2017/11/6,2017/11/6 9:58,2017/11/6 20:45
1174,2017/11/6,2017/11/6 9:59,2017/11/6 19:35
1245,2017/11/6,2017/11/6 9:59,2017/11/6 22:02
1489,2017/11/6,2017/11/6 9:59,2017/11/6 21:04
1297,2017/11/6,2017/11/6 10:01,2017/11/6 19:25
1465,2017/11/6,2017/11/6 10:02,2017/11/6 19:11
1155,2017/11/6,2017/11/6 10:12,2017/11/6 20:09
1394,2017/11/6,2017/11/6 10:12,2017/11/6 19:55
1177,2017/11/6,2017/11/6 10:14,2017/11/6 20:31
1424,2017/11/6,2017/11/6 10:17,2017/11/6 21:13
1228,2017/11/6,2017/11/6 10:18,2017/11/6 20:23
1350,2017/11/6,2017/11/6 10:25,2017/11/6 21:40
1500,2017/11/6,2017/11/6 10:26,2017/11/6 19:52
1067,2017/11/7,0,0
1118,2017/11/7,0,0
1059,2017/11/7,0,0
1110,2017/11/7,0,0
1181,2017/11/7,0,0
1145,2017/11/7,0,0
1370,2017/11/7,2017/11/7 6:29,2017/11/7 18:12
1180,2017/11/7,2017/11/7 6:55,2017/11/7 19:40
1137,2017/11/7,2017/11/7 6:56,2017/11/7 19:25
1140,2017/11/7,2017/11/7 6:59,2017/11/7 19:37
1253,2017/11/7,2017/11/7 7:03,2017/11/7 17:04
1226,2017/11/7,2017/11/7 7:07,2017/11/7 17:36
1102,2017/11/7,2017/11/7 7:15,2017/11/7 19:09
1359,2017/11/7,2017/11/7 7:17,2017/11/7 19:06
1397,2017/11/7,2017/11/7 7:17,2017/11/7 18:05
1041,2017/11/7,2017/11/7 7:21,2017/11/7 13:58
1493,2017/11/7,2017/11/7 7:24,2017/11/7 20:08
1210,2017/11/7,2017/11/7 7:27,2017/11/7 20:31
1456,2017/11/7,2017/11/7 7:28,2017/11/7 20:11
1467,2017/11/7,2017/11/7 7:30,2017/11/7 18:19
1186,2017/11/7,2017/11/7 7:30,2017/11/7 17:41
1431,2017/11/7,2017/11/7 7:31,2017/11/7 17:16
1204,2017/11/7,2017/11/7 7:31,2017/11/7 18:06
1342,2017/11/7,2017/11/7 7:36,2017/11/7 17:39
1257,2017/11/7,2017/11/7 7:37,2017/11/7 21:16
1417,2017/11/7,2017/11/7 7:37,2017/11/7 20:39
1167,2017/11/7,2017/11/7 7:38,2017/11/7 20:38
1220,2017/11/7,2017/11/7 7:42,2017/11/7 19:10
1124,2017/11/7,2017/11/7 7:42,2017/11/7 19:53
1108,2017/11/7,2017/11/7 7:42,2017/11/7 18:42
1457,2017/11/7,2017/11/7 7:43,2017/11/7 20:29
1307,2017/11/7,2017/11/7 7:44,2017/11/7 21:14
1484,2017/11/7,2017/11/7 7:48,2017/11/7 19:48
1451,2017/11/7,2017/11/7 7:51,2017/11/7 19:44
1368,2017/11/7,2017/11/7 7:52,2017/11/7 17:13
1154,2017/11/7,2017/11/7 7:52,2017/11/7 19:25
1498,2017/11/7,2017/11/7 7:52,2017/11/7 18:05
1369,2017/11/7,2017/11/7 7:53,2017/11/7 17:34
1255,2017/11/7,2017/11/7 7:54,2017/11/7 19:54
1293,2017/11/7,2017/11/7 7:54,2017/11/7 19:48
1439,2017/11/7,2017/11/7 7:55,2017/11/7 17:49
1213,2017/11/7,2017/11/7 7:56,2017/11/7 18:52
1347,2017/11/7,2017/11/7 7:57,2017/11/7 17:54
1459,2017/11/7,2017/11/7 7:57,2017/11/7 19:26
1346,2017/11/7,2017/11/7 7:57,2017/11/7 20:57
1151,2017/11/7,2017/11/7 7:59,2017/11/7 20:53
1248,2017/11/7,2017/11/7 7:59,2017/11/7 17:45
1252,2017/11/7,2017/11/7 8:03,2017/11/7 18:35
1351,2017/11/7,2017/11/7 8:05,2017/11/7 20:30
1345,2017/11/7,2017/11/7 8:06,2017/11/7 21:07
1254,2017/11/7,2017/11/7 8:06,2017/11/7 22:42
1344,2017/11/7,2017/11/7 8:07,2017/11/7 20:35
1491,2017/11/7,2017/11/7 8:07,2017/11/7 17:46
1327,2017/11/7,2017/11/7 8:08,2017/11/7 18:08
1142,2017/11/7,2017/11/7 8:09,2017/11/7 19:45
1296,2017/11/7,2017/11/7 8:10,2017/11/7 22:14
1251,2017/11/7,2017/11/7 8:12,2017/11/7 18:27
1127,2017/11/7,2017/11/7 8:13,2017/11/7 20:24
1098,2017/11/7,2017/11/7 8:13,2017/11/7 18:53
1330,2017/11/7,2017/11/7 8:13,2017/11/7 18:34
1449,2017/11/7,2017/11/7 8:14,2017/11/7 20:35
1486,2017/11/7,2017/11/7 8:15,2017/11/7 19:02
1495,2017/11/7,2017/11/7 8:16,2017/11/7 18:59
1362,2017/11/7,2017/11/7 8:19,2017/11/7 20:14
1182,2017/11/7,2017/11/7 8:20,2017/11/7 18:48
1306,2017/11/7,2017/11/7 8:21,2017/11/7 19:07
1205,2017/11/7,2017/11/7 8:22,2017/11/7 19:19
1455,2017/11/7,2017/11/7 8:23,2017/11/7 21:17
1321,2017/11/7,2017/11/7 8:23,2017/11/7 18:40
1104,2017/11/7,2017/11/7 8:24,2017/11/7 18:14
1147,2017/11/7,2017/11/7 8:24,2017/11/7 19:04
1207,2017/11/7,2017/11/7 8:24,2017/11/7 22:01
1191,2017/11/7,2017/11/7 8:25,2017/11/7 21:53
1393,2017/11/7,2017/11/7 8:25,2017/11/7 19:19
1197,2017/11/7,2017/11/7 8:26,2017/11/7 20:37
1336,2017/11/7,2017/11/7 8:26,2017/11/7 19:05
1349,2017/11/7,2017/11/7 8:26,2017/11/7 20:42
1312,2017/11/7,2017/11/7 8:26,2017/11/7 18:54
1199,2017/11/7,2017/11/7 8:26,2017/11/7 18:08
1270,2017/11/7,2017/11/7 8:26,2017/11/7 18:41
1126,2017/11/7,2017/11/7 8:26,2017/11/7 19:27
1177,2017/11/7,2017/11/7 8:27,2017/11/7 20:22
1165,2017/11/7,2017/11/7 8:27,2017/11/7 19:27
1496,2017/11/7,2017/11/7 8:27,2017/11/7 19:28
1428,2017/11/7,2017/11/7 8:27,2017/11/7 18:09
1348,2017/11/7,2017/11/7 8:27,2017/11/7 14:29
1265,2017/11/7,2017/11/7 8:27,2017/11/7 20:01
1477,2017/11/7,2017/11/7 8:28,2017/11/7 21:00
1490,2017/11/7,2017/11/7 8:28,2017/11/7 19:31
1396,2017/11/7,2017/11/7 8:28,2017/11/7 21:23
1115,2017/11/7,2017/11/7 8:28,2017/11/7 18:29
1299,2017/11/7,2017/11/7 8:29,2017/11/7 18:34
1406,2017/11/7,2017/11/7 8:30,2017/11/7 19:03
1481,2017/11/7,2017/11/7 8:30,2017/11/7 18:34
1278,2017/11/7,2017/11/7 8:32,2017/11/7 19:50
1106,2017/11/7,2017/11/7 8:32,2017/11/7 18:59
1246,2017/11/7,2017/11/7 8:32,2017/11/7 19:03
1425,2017/11/7,2017/11/7 8:33,2017/11/7 18:07
1405,2017/11/7,2017/11/7 8:33,2017/11/7 18:36
1483,2017/11/7,2017/11/7 8:33,2017/11/7 20:42
1100,2017/11/7,2017/11/7 8:33,2017/11/7 21:02
1466,2017/11/7,2017/11/7 8:34,2017/11/7 18:27
1189,2017/11/7,2017/11/7 8:34,2017/11/7 18:31
1343,2017/11/7,2017/11/7 8:35,2017/11/7 18:44
1275,2017/11/7,2017/11/7 8:35,2017/11/7 18:22
1480,2017/11/7,2017/11/7 8:35,2017/11/7 21:09
1125,2017/11/7,2017/11/7 8:35,2017/11/7 20:25
1221,2017/11/7,2017/11/7 8:36,2017/11/7 19:26
1303,2017/11/7,2017/11/7 8:37,2017/11/7 19:22
1429,2017/11/7,2017/11/7 8:37,2017/11/7 18:14
1475,2017/11/7,2017/11/7 8:37,2017/11/7 18:40
1230,2017/11/7,2017/11/7 8:38,2017/11/7 20:54
1234,2017/11/7,2017/11/7 8:38,2017/11/7 18:17
1313,2017/11/7,2017/11/7 8:39,2017/11/7 22:12
1399,2017/11/7,2017/11/7 8:39,2017/11/7 18:59
1371,2017/11/7,2017/11/7 8:40,2017/11/7 20:04
1087,2017/11/7,2017/11/7 8:40,2017/11/7 19:02
1129,2017/11/7,2017/11/7 8:40,2017/11/7 18:21
1305,2017/11/7,2017/11/7 8:40,2017/11/7 19:16
1134,2017/11/7,2017/11/7 8:40,2017/11/7 18:40
1326,2017/11/7,2017/11/7 8:41,2017/11/7 21:45
1277,2017/11/7,2017/11/7 8:41,2017/11/7 18:02
1112,2017/11/7,2017/11/7 8:41,2017/11/7 18:24
1446,2017/11/7,2017/11/7 8:41,2017/11/7 18:22
1471,2017/11/7,2017/11/7 8:42,2017/11/7 20:42
1328,2017/11/7,2017/11/7 8:42,2017/11/7 19:59
1403,2017/11/7,2017/11/7 8:42,2017/11/7 18:07
1153,2017/11/7,2017/11/7 8:42,2017/11/7 19:59
1262,2017/11/7,2017/11/7 8:43,2017/11/7 19:01
1420,2017/11/7,2017/11/7 8:43,2017/11/7 19:19
1388,2017/11/7,2017/11/7 8:44,2017/11/7 21:03
1301,2017/11/7,2017/11/7 8:45,2017/11/7 18:20
1315,2017/11/7,2017/11/7 8:45,2017/11/7 18:46
1473,2017/11/7,2017/11/7 8:45,2017/11/7 19:30
1139,2017/11/7,2017/11/7 8:45,2017/11/7 20:21
1404,2017/11/7,2017/11/7 8:46,2017/11/7 19:34
1170,2017/11/7,2017/11/7 8:46,2017/11/7 19:02
1092,2017/11/7,2017/11/7 8:46,2017/11/7 19:29
1363,2017/11/7,2017/11/7 8:46,2017/11/7 18:55
1378,2017/11/7,2017/11/7 8:48,2017/11/7 18:35
1409,2017/11/7,2017/11/7 8:48,2017/11/7 17:11
1464,2017/11/7,2017/11/7 8:48,2017/11/7 19:24
1339,2017/11/7,2017/11/7 8:49,2017/11/7 19:42
1314,2017/11/7,2017/11/7 8:49,2017/11/7 19:03
1436,2017/11/7,2017/11/7 8:50,2017/11/7 19:22
1169,2017/11/7,2017/11/7 8:50,2017/11/7 21:55
1469,2017/11/7,2017/11/7 8:50,2017/11/7 18:40
1184,2017/11/7,2017/11/7 8:50,2017/11/7 19:16
1474,2017/11/7,2017/11/7 8:51,2017/11/7 21:26
1354,2017/11/7,2017/11/7 8:52,2017/11/7 19:16
1433,2017/11/7,2017/11/7 8:52,2017/11/7 19:40
1357,2017/11/7,2017/11/7 8:52,2017/11/7 18:06
1295,2017/11/7,2017/11/7 8:52,2017/11/7 19:43
1416,2017/11/7,2017/11/7 8:52,2017/11/7 18:47
1458,2017/11/7,2017/11/7 8:52,2017/11/7 18:19
1281,2017/11/7,2017/11/7 8:53,2017/11/7 18:50
1141,2017/11/7,2017/11/7 8:53,2017/11/7 19:13
1149,2017/11/7,2017/11/7 8:53,2017/11/7 19:05
1152,2017/11/7,2017/11/7 8:53,2017/11/7 19:27
1322,2017/11/7,2017/11/7 8:53,2017/11/7 19:29
1159,2017/11/7,2017/11/7 8:54,2017/11/7 18:26
1385,2017/11/7,2017/11/7 8:54,2017/11/7 18:42
1323,2017/11/7,2017/11/7 8:54,2017/11/7 20:45
1300,2017/11/7,2017/11/7 8:54,2017/11/7 18:38
1494,2017/11/7,2017/11/7 8:54,2017/11/7 18:33
1223,2017/11/7,2017/11/7 8:55,2017/11/7 18:37
1408,2017/11/7,2017/11/7 8:55,2017/11/7 20:00
1440,2017/11/7,2017/11/7 8:55,2017/11/7 19:12
1013,2017/11/7,2017/11/7 8:55,2017/11/7 17:02
1172,2017/11/7,2017/11/7 8:55,2017/11/7 19:20
1200,2017/11/7,2017/11/7 8:55,2017/11/7 19:19
1373,2017/11/7,2017/11/7 8:56,2017/11/7 19:11
1060,2017/11/7,2017/11/7 8:56,2017/11/7 20:49
1282,2017/11/7,2017/11/7 8:56,2017/11/7 18:21
1398,2017/11/7,2017/11/7 8:56,2017/11/7 19:13
1319,2017/11/7,2017/11/7 8:57,2017/11/7 18:10
1113,2017/11/7,2017/11/7 8:57,2017/11/7 18:59
1499,2017/11/7,2017/11/7 8:57,2017/11/7 20:06
1263,2017/11/7,2017/11/7 8:57,2017/11/7 21:06
1195,2017/11/7,2017/11/7 8:57,2017/11/7 18:00
1192,2017/11/7,2017/11/7 8:57,2017/11/7 18:43
1156,2017/11/7,2017/11/7 8:58,2017/11/7 18:43
1249,2017/11/7,2017/11/7 8:58,2017/11/7 19:59
1379,2017/11/7,2017/11/7 8:58,2017/11/7 20:51
1334,2017/11/7,2017/11/7 8:58,2017/11/7 21:39
1243,2017/11/7,2017/11/7 8:58,2017/11/7 20:15
1233,2017/11/7,2017/11/7 8:59,2017/11/7 18:57
1340,2017/11/7,2017/11/7 8:59,2017/11/7 20:44
1176,2017/11/7,2017/11/7 8:59,2017/11/7 19:46
1283,2017/11/7,2017/11/7 9:01,2017/11/7 21:47
1211,2017/11/7,2017/11/7 9:01,2017/11/7 21:35
1287,2017/11/7,2017/11/7 9:01,2017/11/7 22:01
1308,2017/11/7,2017/11/7 9:01,2017/11/7 19:08
1224,2017/11/7,2017/11/7 9:04,2017/11/7 18:13
1103,2017/11/7,2017/11/7 9:05,2017/11/7 19:30
1209,2017/11/7,2017/11/7 9:08,2017/11/7 19:19
1217,2017/11/7,2017/11/7 9:10,2017/11/7 21:34
1286,2017/11/7,2017/11/7 9:10,2017/11/7 19:21
1450,2017/11/7,2017/11/7 9:11,2017/11/7 21:51
1460,2017/11/7,2017/11/7 9:14,2017/11/7 18:39
1202,2017/11/7,2017/11/7 9:14,2017/11/7 21:39
1367,2017/11/7,2017/11/7 9:14,2017/11/7 19:50
1178,2017/11/7,2017/11/7 9:14,2017/11/7 19:29
1350,2017/11/7,2017/11/7 9:16,2017/11/7 19:55
1193,2017/11/7,2017/11/7 9:17,2017/11/7 19:57
1435,2017/11/7,2017/11/7 9:18,2017/11/7 19:10
1231,2017/11/7,2017/11/7 9:19,2017/11/7 19:42
1183,2017/11/7,2017/11/7 9:19,2017/11/7 20:53
1068,2017/11/7,2017/11/7 9:22,2017/11/7 20:57
1007,2017/11/7,2017/11/7 9:22,2017/11/7 19:20
1238,2017/11/7,2017/11/7 9:22,2017/11/7 19:39
1391,2017/11/7,2017/11/7 9:22,2017/11/7 20:31
1422,2017/11/7,2017/11/7 9:23,2017/11/7 16:03
1497,2017/11/7,2017/11/7 9:24,2017/11/7 22:12
1423,2017/11/7,2017/11/7 9:26,2017/11/7 20:46
1395,2017/11/7,2017/11/7 9:26,2017/11/7 20:49
1119,2017/11/7,2017/11/7 9:27,2017/11/7 19:58
1132,2017/11/7,2017/11/7 9:27,2017/11/7 22:21
1219,2017/11/7,2017/11/7 9:28,2017/11/7 22:19
1364,2017/11/7,2017/11/7 9:28,2017/11/7 21:47
1150,2017/11/7,2017/11/7 9:28,2017/11/7 19:46
1394,2017/11/7,2017/11/7 9:29,2017/11/7 18:03
1244,2017/11/7,2017/11/7 9:29,2017/11/7 20:23
1444,2017/11/7,2017/11/7 9:30,2017/11/7 21:13
1290,2017/11/7,2017/11/7 9:31,2017/11/7 19:52
1332,2017/11/7,2017/11/7 9:31,2017/11/7 20:24
1228,2017/11/7,2017/11/7 9:32,2017/11/7 20:22
1365,2017/11/7,2017/11/7 9:32,2017/11/7 19:48
1470,2017/11/7,2017/11/7 9:33,2017/11/7 20:21
1500,2017/11/7,2017/11/7 9:34,2017/11/7 19:54
1325,2017/11/7,2017/11/7 9:34,2017/11/7 20:20
1155,2017/11/7,2017/11/7 9:35,2017/11/7 20:07
1279,2017/11/7,2017/11/7 9:36,2017/11/7 19:59
1338,2017/11/7,2017/11/7 9:36,2017/11/7 21:11
1401,2017/11/7,2017/11/7 9:36,2017/11/7 19:16
1171,2017/11/7,2017/11/7 9:37,2017/11/7 19:30
1333,2017/11/7,2017/11/7 9:39,2017/11/7 19:37
1239,2017/11/7,2017/11/7 9:39,2017/11/7 22:02
1164,2017/11/7,2017/11/7 9:39,2017/11/7 20:21
1148,2017/11/7,2017/11/7 9:39,2017/11/7 21:12
1291,2017/11/7,2017/11/7 9:39,2017/11/7 20:28
1058,2017/11/7,2017/11/7 9:41,2017/11/7 20:26
1487,2017/11/7,2017/11/7 9:42,2017/11/7 19:37
1374,2017/11/7,2017/11/7 9:42,2017/11/7 20:23
1311,2017/11/7,2017/11/7 9:42,2017/11/7 19:59
1101,2017/11/7,2017/11/7 9:42,2017/11/7 19:01
1421,2017/11/7,2017/11/7 9:43,2017/11/7 15:30
1130,2017/11/7,2017/11/7 9:43,2017/11/7 20:13
1241,2017/11/7,2017/11/7 9:43,2017/11/7 22:53
1380,2017/11/7,2017/11/7 9:43,2017/11/7 19:01
1390,2017/11/7,2017/11/7 9:44,2017/11/7 19:49
1324,2017/11/7,2017/11/7 9:44,2017/11/7 16:17
1389,2017/11/7,2017/11/7 9:44,2017/11/7 20:51
1360,2017/11/7,2017/11/7 9:45,2017/11/7 21:07
1245,2017/11/7,2017/11/7 9:45,2017/11/7 19:17
1410,2017/11/7,2017/11/7 9:45,2017/11/7 19:13
1352,2017/11/7,2017/11/7 9:45,2017/11/7 20:50
1079,2017/11/7,2017/11/7 9:46,2017/11/7 20:24
1135,2017/11/7,2017/11/7 9:47,2017/11/7 22:07
1381,2017/11/7,2017/11/7 9:47,2017/11/7 20:26
1411,2017/11/7,2017/11/7 9:47,2017/11/7 19:15
1297,2017/11/7,2017/11/7 9:48,2017/11/7 19:14
1478,2017/11/7,2017/11/7 9:49,2017/11/7 19:29
1462,2017/11/7,2017/11/7 9:49,2017/11/7 21:09
1361,2017/11/7,2017/11/7 9:49,2017/11/7 22:38
1304,2017/11/7,2017/11/7 9:50,2017/11/7 19:18
1174,2017/11/7,2017/11/7 9:50,2017/11/7 20:45
1438,2017/11/7,2017/11/7 9:50,2017/11/7 19:16
1194,2017/11/7,2017/11/7 9:50,2017/11/7 22:47
1356,2017/11/7,2017/11/7 9:51,2017/11/7 23:20
1143,2017/11/7,2017/11/7 9:52,2017/11/7 20:55
1057,2017/11/7,2017/11/7 9:53,2017/11/7 19:37
1206,2017/11/7,2017/11/7 9:53,2017/11/7 19:12
1273,2017/11/7,2017/11/7 9:54,2017/11/7 20:11
1402,2017/11/7,2017/11/7 9:54,2017/11/7 22:27
1175,2017/11/7,2017/11/7 9:54,2017/11/7 20:17
1384,2017/11/7,2017/11/7 9:55,2017/11/7 20:20
1424,2017/11/7,2017/11/7 9:55,2017/11/7 20:51
1268,2017/11/7,2017/11/7 9:55,2017/11/7 19:38
1489,2017/11/7,2017/11/7 9:55,2017/11/7 21:41
1216,2017/11/7,2017/11/7 9:55,2017/11/7 19:23
1173,2017/11/7,2017/11/7 9:55,2017/11/7 19:31
1482,2017/11/7,2017/11/7 9:56,2017/11/7 20:31
1096,2017/11/7,2017/11/7 9:56,2017/11/7 22:22
1274,2017/11/7,2017/11/7 9:56,2017/11/7 20:19
1284,2017/11/7,2017/11/7 9:57,2017/11/7 22:44
1465,2017/11/7,2017/11/7 9:57,2017/11/7 19:12
1080,2017/11/7,2017/11/7 9:57,2017/11/7 19:20
1261,2017/11/7,2017/11/7 9:58,2017/11/7 20:29
1445,2017/11/7,2017/11/7 9:58,2017/11/7 19:25
1376,2017/11/7,2017/11/7 9:58,2017/11/7 21:28
1434,2017/11/7,2017/11/7 9:58,2017/11/7 19:48
1163,2017/11/7,2017/11/7 9:58,2017/11/7 19:55
1461,2017/11/7,2017/11/7 9:58,2017/11/7 19:53
1383,2017/11/7,2017/11/7 10:03,2017/11/7 21:06
1179,2017/11/7,2017/11/7 10:12,2017/11/7 19:09
1382,2017/11/7,2017/11/7 10:19,2017/11/7 20:11
1267,2017/11/7,2017/11/7 10:26,2017/11/7 20:11
1355,2017/11/7,2017/11/7 10:29,2017/11/7 19:20
1241,2017/11/8,0,0
1067,2017/11/8,0,0
1275,2017/11/8,0,0
1007,2017/11/8,0,0
1209,2017/11/8,0,0
1139,2017/11/8,0,0
1096,2017/11/8,0,0
1370,2017/11/8,2017/11/8 6:24,2017/11/8 18:54
1137,2017/11/8,2017/11/8 6:57,2017/11/8 20:39
1180,2017/11/8,2017/11/8 6:57,2017/11/8 20:01
1226,2017/11/8,2017/11/8 7:02,2017/11/8 18:00
1253,2017/11/8,2017/11/8 7:10,2017/11/8 17:17
1359,2017/11/8,2017/11/8 7:15,2017/11/8 19:05
1041,2017/11/8,2017/11/8 7:15,2017/11/8 19:37
1397,2017/11/8,2017/11/8 7:18,2017/11/8 18:15
1210,2017/11/8,2017/11/8 7:22,2017/11/8 18:49
1493,2017/11/8,2017/11/8 7:22,2017/11/8 20:17
1145,2017/11/8,2017/11/8 7:24,2017/11/8 20:21
1186,2017/11/8,2017/11/8 7:26,2017/11/8 17:41
1467,2017/11/8,2017/11/8 7:27,2017/11/8 18:51
1456,2017/11/8,2017/11/8 7:27,2017/11/8 21:16
1342,2017/11/8,2017/11/8 7:28,2017/11/8 19:08
1204,2017/11/8,2017/11/8 7:29,2017/11/8 18:05
1431,2017/11/8,2017/11/8 7:29,2017/11/8 18:42
1167,2017/11/8,2017/11/8 7:31,2017/11/8 19:17
1257,2017/11/8,2017/11/8 7:37,2017/11/8 14:37
1417,2017/11/8,2017/11/8 7:37,2017/11/8 19:13
1224,2017/11/8,2017/11/8 7:41,2017/11/8 18:14
1108,2017/11/8,2017/11/8 7:44,2017/11/8 20:28
1124,2017/11/8,2017/11/8 7:45,2017/11/8 19:57
1439,2017/11/8,2017/11/8 7:46,2017/11/8 20:29
1307,2017/11/8,2017/11/8 7:46,2017/11/8 19:14
1255,2017/11/8,2017/11/8 7:49,2017/11/8 18:36
1451,2017/11/8,2017/11/8 7:49,2017/11/8 17:39
1293,2017/11/8,2017/11/8 7:52,2017/11/8 18:13
1369,2017/11/8,2017/11/8 7:53,2017/11/8 19:48
1327,2017/11/8,2017/11/8 7:53,2017/11/8 19:41
1484,2017/11/8,2017/11/8 7:53,2017/11/8 18:34
1498,2017/11/8,2017/11/8 7:53,2017/11/8 19:40
1368,2017/11/8,2017/11/8 7:54,2017/11/8 17:50
1254,2017/11/8,2017/11/8 7:54,2017/11/8 19:55
1154,2017/11/8,2017/11/8 7:57,2017/11/8 20:01
1220,2017/11/8,2017/11/8 7:57,2017/11/8 21:31
1346,2017/11/8,2017/11/8 7:57,2017/11/8 20:50
1347,2017/11/8,2017/11/8 7:58,2017/11/8 16:30
1213,2017/11/8,2017/11/8 7:59,2017/11/8 18:21
1286,2017/11/8,2017/11/8 8:00,2017/11/8 20:56
1459,2017/11/8,2017/11/8 8:02,2017/11/8 20:00
1457,2017/11/8,2017/11/8 8:02,2017/11/8 19:29
1345,2017/11/8,2017/11/8 8:04,2017/11/8 20:43
1344,2017/11/8,2017/11/8 8:07,2017/11/8 18:16
1142,2017/11/8,2017/11/8 8:08,2017/11/8 19:44
1296,2017/11/8,2017/11/8 8:09,2017/11/8 22:09
1495,2017/11/8,2017/11/8 8:09,2017/11/8 18:53
1491,2017/11/8,2017/11/8 8:10,2017/11/8 19:06
1362,2017/11/8,2017/11/8 8:11,2017/11/8 18:25
1251,2017/11/8,2017/11/8 8:11,2017/11/8 18:57
1351,2017/11/8,2017/11/8 8:12,2017/11/8 18:53
1330,2017/11/8,2017/11/8 8:12,2017/11/8 18:34
1127,2017/11/8,2017/11/8 8:14,2017/11/8 19:17
1098,2017/11/8,2017/11/8 8:15,2017/11/8 18:51
1182,2017/11/8,2017/11/8 8:16,2017/11/8 18:51
1486,2017/11/8,2017/11/8 8:18,2017/11/8 18:52
1177,2017/11/8,2017/11/8 8:19,2017/11/8 20:29
1205,2017/11/8,2017/11/8 8:21,2017/11/8 20:17
1207,2017/11/8,2017/11/8 8:21,2017/11/8 20:25
1248,2017/11/8,2017/11/8 8:22,2017/11/8 17:05
1104,2017/11/8,2017/11/8 8:23,2017/11/8 18:02
1191,2017/11/8,2017/11/8 8:23,2017/11/8 21:29
1466,2017/11/8,2017/11/8 8:23,2017/11/8 18:43
1252,2017/11/8,2017/11/8 8:24,2017/11/8 18:27
1428,2017/11/8,2017/11/8 8:24,2017/11/8 18:07
1490,2017/11/8,2017/11/8 8:24,2017/11/8 18:49
1126,2017/11/8,2017/11/8 8:26,2017/11/8 19:26
1496,2017/11/8,2017/11/8 8:27,2017/11/8 19:25
1435,2017/11/8,2017/11/8 8:27,2017/11/8 19:30
1265,2017/11/8,2017/11/8 8:28,2017/11/8 18:42
1197,2017/11/8,2017/11/8 8:28,2017/11/8 18:23
1087,2017/11/8,2017/11/8 8:28,2017/11/8 21:26
1115,2017/11/8,2017/11/8 8:28,2017/11/8 20:46
